,author_cell_type_final,silhouette_score
IDA027_S1_cell_54,Peri-goblet cells,0.18391625843604392
IDA027_S1_cell_55,Neutrophils & macrophages,0.8700904241405085
IDA027_S1_cell_56,Peri-goblet cells,0.608996327630493
IDA027_S1_cell_57,Neutrophils & macrophages,0.870024634860442
IDA027_S1_cell_58,Peri-goblet cells,0.5982907507896531
IDA027_S1_cell_59,Peri-goblet cells,0.6077146603994337
IDA027_S1_cell_60,Peri-goblet cells,0.4081177911306966
IDA027_S1_cell_61,Neutrophils & macrophages,0.842655072396115
IDA027_S1_cell_62,Basal II cells,0.6329668266213724
IDA027_S1_cell_65,Peri-goblet cells,0.5687042119215526
IDA027_S1_cell_69,Peri-goblet cells,0.5308587322387411
IDA027_S1_cell_70,Basal II cells,0.42866038503267573
IDA027_S1_cell_71,Basal II cells,0.6702094217638641
IDA027_S1_cell_74,Neutrophils & macrophages,0.821980247739486
IDA027_S1_cell_75,Peri-goblet cells,0.4733730894127007
IDA027_S1_cell_76,Neutrophils & macrophages,0.8693347381621105
IDA027_S1_cell_77,Peri-goblet cells,0.309997569637233
IDA027_S1_cell_78,Goblet cells,0.37629158735157997
IDA027_S1_cell_80,Peri-goblet cells,0.6064881592671717
IDA027_S1_cell_81,Peri-goblet cells,0.5653971411629861
IDA027_S1_cell_82,Goblet cells,0.4334225443955035
IDA027_S1_cell_83,Peri-goblet cells,0.48735067650835645
IDA027_S1_cell_85,Peri-goblet cells,0.6134992586630078
IDA027_S1_cell_86,Goblet cells,0.465853248343108
IDA027_S1_cell_87,Goblet cells,0.536983952964856
IDA027_S1_cell_88,Peri-goblet cells,0.5736108022787758
IDA027_S1_cell_90,Peri-goblet cells,0.6133749616914804
IDA027_S1_cell_92,Peri-goblet cells,0.5451337359058804
IDA027_S1_cell_95,Basal II cells,0.6829220221428814
IDA027_S2_cell_2,Goblet cells,0.5281116312957904
IDA027_S2_cell_4,Peri-goblet cells,0.16598292833110956
IDA027_S2_cell_6,Peri-goblet cells,0.5869308642745994
IDA027_S2_cell_7,Peri-goblet cells,0.4270157631593065
IDA027_S2_cell_10,Suprabasal cells,0.4447770657734731
IDA027_S2_cell_12,Peri-goblet cells,0.3056107626653088
IDA027_S2_cell_13,Neutrophils & macrophages,0.8347662320872606
IDA027_S2_cell_14,Ciliated cells,0.9448284807464747
IDA027_S2_cell_15,Goblet cells,0.5137149076698625
IDA027_S2_cell_17,Goblet cells,0.5430735490389685
IDA027_S2_cell_18,Peri-goblet cells,0.5690396119754076
IDA027_S2_cell_20,Peri-goblet cells,0.5605733711842495
IDA027_S2_cell_21,Peri-goblet cells,0.566002537990672
IDA027_S2_cell_23,Club cells,0.6942741838371557
IDA027_S2_cell_26,Peri-goblet cells,0.5913560381293846
IDA027_S2_cell_27,Neutrophils & macrophages,0.8651882497678928
IDA027_S2_cell_28,Peri-goblet cells,0.5943068498248743
IDA027_S2_cell_29,Peri-goblet cells,0.6016806444297711
IDA027_S2_cell_30,Peri-goblet cells,0.6035821703043031
IDA027_S2_cell_32,Neutrophils & macrophages,0.8440089495664899
IDA027_S2_cell_35,Peri-goblet cells,0.07970021337817189
IDA027_S2_cell_37,Basal II cells,0.6053053825144404
IDA027_S2_cell_38,Neutrophils & macrophages,0.8289303457281434
IDA027_S2_cell_39,Goblet cells,0.48817261159400854
IDA027_S2_cell_40,Peri-goblet cells,0.5790492979913665
IDA027_S2_cell_41,Peri-goblet cells,0.6083690112591271
IDA027_S2_cell_42,Goblet cells,0.541993073818426
IDA027_S2_cell_43,Peri-goblet cells,0.6098647656365376
IDA027_S2_cell_44,Goblet cells,0.5099648141391437
IDA027_S2_cell_45,Peri-goblet cells,0.6061687218238669
IDA027_S2_cell_46,Peri-goblet cells,0.2411988582227043
IDA027_S2_cell_47,Neutrophils & macrophages,0.8507903537070266
IDA027_S2_cell_48,Goblet cells,0.4234991865529677
IDA027_S2_cell_50,Peri-goblet cells,0.5385561932770508
IDA027_S2_cell_51,Peri-goblet cells,0.5786794481501064
IDA027_S2_cell_54,Peri-goblet cells,0.4345300125615745
IDA027_S2_cell_55,Neutrophils & macrophages,0.8425412290091311
IDA027_S2_cell_56,Goblet cells,0.379998372194337
IDA027_S2_cell_57,Goblet cells,0.4126581582500635
IDA027_S2_cell_58,Peri-goblet cells,0.6139302967900402
IDA027_S2_cell_61,Peri-goblet cells,0.20774164526463804
IDA027_S2_cell_62,Peri-goblet cells,0.6093525738777721
IDA027_S2_cell_65,Peri-goblet cells,0.47177051586389396
IDA027_S2_cell_66,Peri-goblet cells,0.44023169564631187
IDA027_S2_cell_68,Goblet cells,0.34533297391641915
IDA027_S2_cell_69,Peri-goblet cells,0.60366597023536
IDA027_S2_cell_71,Neutrophils & macrophages,0.7376074772522222
IDA027_S2_cell_72,Goblet cells,0.5304651605883607
IDA027_S2_cell_73,Dendritic cells,0.7825012286818438
IDA027_S2_cell_75,Neutrophils & macrophages,0.8607437823237145
IDA027_S2_cell_76,Goblet cells,0.37715448877268365
IDA027_S2_cell_77,Peri-goblet cells,0.53936756298049
IDA027_S2_cell_78,Neutrophils & macrophages,0.8611897732790986
IDA027_S2_cell_79,Basal II cells,0.6912221892297011
IDA027_S2_cell_80,Peri-goblet cells,0.5947880982634361
IDA027_S2_cell_81,Peri-goblet cells,0.5148613204382185
IDA027_S2_cell_82,Neutrophils & macrophages,0.7848991541925779
IDA027_S2_cell_84,Peri-goblet cells,0.5868773058657696
IDA027_S2_cell_85,Dendritic cells,0.8880204566921427
IDA027_S2_cell_86,Peri-goblet cells,0.5882710173599842
IDA027_S2_cell_87,Peri-goblet cells,0.4520313368150915
IDA027_S2_cell_88,Peri-goblet cells,0.5932652094327623
IDA027_S2_cell_89,Peri-goblet cells,0.553971903865063
IDA027_S2_cell_90,Dendritic cells,0.88509749934666
IDA027_S2_cell_92,Peri-goblet cells,0.48992506271476344
IDA027_S2_cell_93,Club cells,-0.45550044946233453
IDA027_S2_cell_94,Peri-goblet cells,0.542910791561029
IDA027_S2_cell_95,Ciliated cells,0.9558097780727708
IDA027_S2_cell_96,Peri-goblet cells,0.01703158465336258
IDA028_S1_cell_22,Goblet cells,0.33058888884366255
IDA028_S1_cell_31,Basal II cells,0.6781080276648638
IDA028_S1_cell_38,Basal II cells,0.7180188575000512
IDA028_S1_cell_39,Club cells,0.6466500714409955
IDA028_S1_cell_40,Neutrophils & macrophages,0.7431514363611075
IDA028_S1_cell_45,Basal II cells,0.6904440327055406
IDA028_S1_cell_47,Neutrophils & macrophages,0.760021936602741
IDA028_S1_cell_50,Peri-goblet cells,0.5591017571971596
IDA028_S1_cell_54,Basal II cells,0.722401913886507
IDA028_S1_cell_55,Basal cells,0.6154275035160525
IDA028_S1_cell_57,Basal cells,0.5832551474247244
IDA028_S1_cell_59,Peri-goblet cells,0.5747562932123557
IDA028_S1_cell_60,NK cells,0.6852041196016505
IDA028_S1_cell_63,Basal cells,0.5355924529730836
IDA028_S1_cell_64,Basal cells,0.5296676165537956
IDA028_S1_cell_67,Peri-goblet cells,0.39626135491841524
IDA028_S1_cell_71,Basal cells,0.6474307551319435
IDA028_S1_cell_78,Neutrophils & macrophages,0.8656827126600389
IDA028_S1_cell_83,Basal II cells,0.7034994499969313
IDA028_S1_cell_87,Peri-goblet cells,-0.17040870731153837
IDA028_S1_cell_93,Basal cells,0.5865132692331881
IDA028_S2_cell_18,Peri-goblet cells,-0.6262985820544388
IDA028_S2_cell_28,Club cells,0.26064505739324595
IDA028_S2_cell_33,Peri-goblet cells,-0.44311956304404637
IDA028_S2_cell_38,Basal cells,0.6016451795930644
IDA028_S2_cell_43,Basal cells,0.560147670859275
IDA028_S2_cell_45,Basal II cells,0.684214549209623
IDA028_S2_cell_46,Goblet cells,0.1995761058384997
IDA028_S2_cell_55,Neutrophils & macrophages,0.7717439531013053
IDA028_S2_cell_56,T cells,0.7289249619660896
IDA028_S2_cell_58,Basal cells,0.658083332221389
IDA028_S2_cell_66,Basal cells,0.5959535235266836
IDA028_S2_cell_68,Basal cells,0.48909164298175595
IDA028_S2_cell_79,Goblet cells,0.2618841184568928
IDA028_S2_cell_85,Basal II cells,0.6567577410866562
IDA030_S1_cell_2,Basal cells,0.5407308345272577
IDA030_S1_cell_3,Basal cells,0.48005961099587763
IDA030_S1_cell_4,Basal cells,0.48399094201675863
IDA030_S1_cell_5,Basal cells,0.6090546283285756
IDA030_S1_cell_7,Basal cells,0.48106737179720666
IDA030_S1_cell_13,Basal cells,0.66568143750175
IDA030_S1_cell_16,Goblet cells,0.16160353563315813
IDA030_S1_cell_18,Basal cells,0.6458195410338249
IDA030_S1_cell_22,Basal cells,0.6841288923699366
IDA030_S1_cell_24,Basal cells,0.5025164964486306
IDA030_S1_cell_27,Basal cells,0.4833805478606737
IDA030_S1_cell_29,Basal cells,0.5155361186465491
IDA030_S1_cell_30,Basal cells,0.5045461457861263
IDA030_S1_cell_34,Peri-goblet cells,-0.4042928187176678
IDA030_S1_cell_37,Basal cells,0.520118654325017
IDA030_S1_cell_42,Basal cells,0.5582579852324475
IDA030_S1_cell_48,Basal cells,0.4778823335123301
IDA030_S1_cell_50,Peri-goblet cells,-0.4778545810074626
IDA030_S1_cell_52,Basal cells,0.46991435403135634
IDA030_S1_cell_54,Goblet cells,0.23732024967695947
IDA030_S1_cell_56,Basal cells,0.49743095039479773
IDA030_S1_cell_58,Goblet cells,0.03226472508276639
IDA030_S1_cell_60,Basal cells,0.4743557334680699
IDA030_S1_cell_62,Basal cells,0.4807124247813801
IDA030_S1_cell_63,Basal cells,0.5057139560677143
IDA030_S1_cell_66,Basal cells,0.6809460839141682
IDA030_S1_cell_67,Basal cells,0.48734303366613635
IDA030_S1_cell_69,Basal cells,0.5020661296251794
IDA030_S1_cell_70,Basal cells,0.48505427400254975
IDA030_S1_cell_76,Ciliated cells,0.9583734146162334
IDA030_S1_cell_84,Basal cells,0.4748059362698186
IDA030_S1_cell_85,Basal cells,0.48946647621781747
IDA030_S1_cell_91,Basal cells,0.4845521781696265
IDA030_S1_cell_92,T cells,0.7331763971656923
IDA030_S2_cell_6,Peri-goblet cells,-0.560277917445747
IDA030_S2_cell_7,Peri-goblet cells,-0.2893325538645241
IDA030_S2_cell_8,MT gene enriched cells,-0.8428880517936939
IDA030_S2_cell_10,Basal II cells,0.6542409411559148
IDA030_S2_cell_11,Basal II cells,0.61990124800329
IDA030_S2_cell_16,Basal cells,0.568631924110572
IDA030_S2_cell_23,Basal cells,0.6164819327500981
IDA030_S2_cell_26,NK cells,0.6696210225472945
IDA030_S2_cell_27,Basal cells,0.6419510040248751
IDA030_S2_cell_28,Basal cells,0.5559944809949279
IDA030_S2_cell_29,Basal cells,0.6300501096390021
IDA030_S2_cell_30,Maturing ciliated cells,0.9175631444858874
IDA030_S2_cell_32,Basal cells,0.4558561186778374
IDA030_S2_cell_37,Basal cells,0.5712111641979482
IDA030_S2_cell_39,Basal cells,0.650114179598128
IDA030_S2_cell_40,Basal cells,0.6611934513839912
IDA030_S2_cell_50,Basal cells,0.5874549819808471
IDA030_S2_cell_54,T cells,0.7299642772953263
IDA030_S2_cell_55,Club cells,0.42442784120641963
IDA030_S2_cell_56,T cells,0.6875426698715812
IDA030_S2_cell_62,Basal cells,0.5527483259231043
IDA030_S2_cell_63,Basal cells,0.5551977776898835
IDA030_S2_cell_64,Basal cells,0.668399692733123
IDA030_S2_cell_66,Basal cells,0.573404360874936
IDA030_S2_cell_68,Basal cells,0.49635188213475206
IDA030_S2_cell_69,Basal cells,0.5599497955042633
IDA030_S2_cell_71,Maturing ciliated cells,0.9225197438764078
IDA030_S2_cell_72,Basal cells,0.5812294873761716
IDA030_S2_cell_74,Basal cells,0.6719626131239322
IDA030_S2_cell_76,Basal II cells,0.6069581018704948
IDA030_S2_cell_78,Basal cells,0.5477277805114734
IDA030_S2_cell_80,Basal cells,0.6849053875003577
IDA030_S2_cell_84,Club cells,0.3433676330861759
IDA030_S2_cell_91,Basal cells,0.5570212338342599
IDA030_S2_cell_92,Club cells,0.6558844740775815
IDA030_S2_cell_94,Basal II cells,0.1522705849053856
IDA030_S2_cell_95,Peri-goblet cells,-0.554723009311285
