,B cells,CD16+ NK cells,CD16- NK cells,CD4 T cells,Central venous LSECs,Cholangiocytes,Classical monocytes,DC1,DC2,Fibroblasts,Immune mix,Inflammatory macrophages,Interzonal hepatocytes,MAIT cells,Macrophages,Migratory DCs,NK cells,Neutrophils,Non-classical monocytes,Non-inflammatory macrophages,Pericentral hepatocytes,Periportal LSECs,Periportal hepatocytes,Plasma cells,Portal endothelial cells,Stellate cells,Tem/Temra cytotoxic T cells,Tem/Trm cytotoxic T cells,pDC
SSBP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3351934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSBP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7129967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2967538,0.0,1.6453433,0.0,0.0,0.0,0.0,0.0,0.9239791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5541953,0.730453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80898756,0.0,0.0,0.0,0.0,0.85297596
SSR2,1.0537754,1.4268504,1.2201732,1.5325059,0.0,0.0,0.846233,1.1287293,1.1441349,0.0,0.0,1.0809622,0.0,1.5028924,0.0,1.0748894,0.0,0.0,1.1033682,0.0,0.0,0.0,0.0,1.80758,0.0,0.0,1.521502,1.391908,1.5431219
SSR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69282293,0.92466694,0.0,0.0,1.0185893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74520254,0.0,0.0,0.0,1.9351197,0.0,0.0,0.0,0.0,1.1902205
SSR4,1.0393877,1.5422547,1.6646025,1.5675876,0.0,0.0,1.3805693,1.3646865,1.4057508,0.0,0.0,1.3454466,0.0,1.7469524,0.0,1.2766788,0.0,0.0,1.2360101,1.1982671,0.0,0.0,0.0,3.6991143,0.0,0.0,1.6044962,1.5961318,2.4360251
SSU72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6823391,0.7519533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8754372,0.95403695,0.0,0.0,0.9548228,0.0,0.0,0.0,1.1789993,0.0,0.0,0.0,0.7207463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST3GAL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5406343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65799934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST3GAL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97119284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5564317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST6GAL1,0.0,0.0,0.0,0.0,2.6778529,0.7735908,0.0,0.0,0.0,0.0,0.0,0.0,1.2052752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1540353,0.0,0.0,0.0,1.481651,0.0,0.0,0.0,0.0
ST6GAL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3264947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST6GALNAC3,0.0,0.0,0.0,0.0,2.0649219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1615498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29606667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAB1,0.0,0.0,0.0,0.0,2.676171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAB2,0.0,0.0,0.0,0.0,2.2643023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAG1,0.0,0.0,0.0,0.0,0.0,0.7884137,0.0,0.0,0.0,1.6376231,0.0,0.0,0.6918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.202662,0.0,0.0,0.0,0.0,1.5376487,0.0,0.0,0.0
STARD13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62163854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2875738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2676705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1820974,0.0,0.0,0.0,0.0,1.2154813,0.0,0.0,0.0
STAU1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7359475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80826586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAU2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58998173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STEAP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.333339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STIM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4947951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7213377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STK17A,0.0,0.0,1.7000594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3048372,0.0
STK17B,0.0,0.0,0.0,0.0,0.0,0.0,0.8385941,0.99662,1.387909,0.0,0.0,1.0028073,0.0,0.0,0.0,0.0,0.0,0.0,1.245842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STK3,0.0,0.0,0.0,0.0,0.0,1.0568877,0.0,0.0,0.0,1.60038,0.0,0.0,1.189147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7350267,0.0,0.0,0.0,0.0,1.5259937,0.0,0.0,0.0
STK4,1.1369667,1.5352151,1.5088985,1.4727803,0.0,0.0,0.0,0.93841845,0.90934277,0.0,0.0,0.0,0.0,1.331182,0.0,1.827882,1.4193026,0.0,0.0,0.0,0.0,0.0,0.0,0.35991934,0.0,0.0,1.5153077,1.5951915,0.0
STMN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.513993
STOM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67042303,0.0,0.0,0.0,0.0,0.0,0.0,1.4748564,0.60134554,1.5988034,0.0,0.0,1.45894,0.0,0.0,0.0,0.0
STRN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1022253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4693142,0.0,0.0,0.0,0.0,0.9165308,0.0,0.0,0.0
STX7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5173464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STX8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55972296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STXBP2,0.0,0.0,0.0,0.0,0.0,0.0,1.3224345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7837834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUB1,1.1732996,1.6382074,1.6695693,1.4798143,0.0,0.0,1.5434837,2.0930939,1.7606275,0.0,0.0,1.4437702,0.0,1.2574253,0.0,2.3809578,0.0,0.0,1.4171846,1.1131783,0.0,0.0,0.0,2.36101,0.0,0.0,1.6308987,1.7074122,2.0703511
SUCLG2,0.0,0.0,0.0,0.0,0.0,0.78192633,0.0,0.0,0.0,1.1496336,0.0,0.0,1.5005193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.694664,0.0,0.0,0.0,0.0,0.98543584,0.0,0.0,0.0
SUGCT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6953548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6847644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SULT2A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4197352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7447101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUMF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93775594,0.0,0.0,0.0,0.0,0.67245895,0.0,0.0,0.0
SUMO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62852997,0.7352864,0.0,0.0,0.55837715,0.0,0.0,0.0,0.6601511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUMO2,1.2839754,1.4292607,1.4180138,1.3340586,0.0,0.0,1.5677378,1.4183695,1.4540445,0.0,0.0,1.5334077,0.0,1.1935741,0.0,1.6164713,0.0,0.0,1.6537501,1.3715891,0.0,1.2676506,0.0,1.1570541,0.0,0.0,1.3279117,1.3566314,1.6639662
SUMO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54430395,0.64028573,0.0,0.0,0.0,0.0,0.0,0.0,0.3352932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUPT4H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56501627,0.881629,0.0,0.0,0.7344918,0.0,0.0,0.0,0.0,0.0,0.0,0.85506797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVEP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5198287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8980278,0.0,0.0,0.0
SVIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6416136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6481466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYBU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22255287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0099096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6437626,0.6917999,0.0,0.0,0.0,0.0,0.0,0.0,0.7155519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8381093
SYNE1,0.0,0.0,0.0,0.0,1.414114,0.0,0.0,0.0,0.0,1.5496652,0.0,0.0,0.29476386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.147023,0.0,0.0,0.0,0.0,0.5147495,0.0,0.0,0.0
SYNE2,0.0,1.305719,0.0,0.0,0.86085737,1.7016286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5404439,0.0,0.0,0.0,0.0,0.9480908,1.2212683,0.0,0.0
SYNGR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931473,0.78273046,0.0,0.0,0.0,0.0,0.0,0.0,1.5591719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNPO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.709832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0682285,0.0,0.0,0.0
SYT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7954159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26514104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYTL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4503266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000683,0.0,0.0,0.0
SYTL3,0.0,1.4100049,1.4980203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5508101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0643573,0.0,0.0
TACC1,0.0,0.0,0.0,0.0,2.3234246,1.7805972,0.0,0.0,0.0,1.057047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54854476,1.9533719,0.0,0.0,1.7974505,1.5712018,0.0,0.0,0.9622577
TACSTD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7696912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAF1D,0.0,0.0,0.0,0.0,0.0,0.5930978,0.0,0.0,0.0,0.0,0.0,0.0,0.28139502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62045354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAGLN2,0.0,0.0,0.0,0.0,0.0,0.0,1.23666,2.0692177,1.5898883,0.0,0.0,1.2098792,0.0,0.0,0.0,2.0962498,0.0,0.0,0.92205936,1.2901926,0.0,1.3248625,0.0,0.0,0.0,0.0,0.0,0.0,2.2680464
TALDO1,0.0,0.0,0.0,0.0,0.0,0.0,1.388398,0.9464481,0.97547066,0.0,0.0,0.9115175,0.0,0.0,0.0,0.9895093,0.0,2.170708,1.1026285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0418746
TANC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1446018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7704157,0.0,0.0,0.0
TANGO6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60304606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TANK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7233591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.955413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAOK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4729682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAOK3,0.0,0.0,0.0,0.0,0.0,0.5729193,0.0,0.5406953,0.61017895,0.0,0.0,0.0,0.67621315,0.0,1.1519593,0.8090943,0.0,0.0,0.0,0.0,1.1274985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAPT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51601225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3778234,0.0,0.0,2.2419043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5359092,0.0,2.0265174,0.0,0.0,0.0,0.0,0.0,0.0
TAX1BP1,0.0,0.0,0.0,0.0,0.0,0.779937,0.0,0.0,0.0,0.0,0.0,0.0,0.5981583,0.0,0.0,0.1994216,0.0,0.0,0.0,0.6712172,0.748122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBC1D14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44344646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBC1D22A,0.0,0.0,0.0,0.0,1.1081696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98247683,0.0,0.0,0.0,0.0,0.0,0.7772597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBC1D2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6823176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88185585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBC1D5,0.0,0.0,0.0,0.0,1.2472546,1.3170087,0.0,0.0,0.0,1.9232371,0.0,0.0,0.8447916,0.0,1.2291262,0.0,0.0,0.0,0.0,0.0,1.610933,0.0,0.0,0.0,0.0,1.4501392,0.0,0.0,0.0
TBC1D8,0.0,0.0,0.0,0.0,0.0,1.1016884,0.0,0.0,0.0,0.0,0.0,0.0,0.16526741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89893407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBCA,0.0,0.0,0.0,0.0,0.0,0.5154276,1.082767,1.2681444,1.2028521,0.0,0.0,1.1159757,1.2265956,0.0,0.0,0.8513335,0.0,0.0,1.1599774,0.79954046,1.1751068,0.0,0.0,0.8905096,0.0,0.0,0.0,0.0,1.1450837
TBCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6676868,0.64034927,0.0,0.0,0.0,0.0,0.0,0.0,0.1994216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBCK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8444509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBL1X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39502016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0270294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBL1XR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6686423,0.0,0.0,0.68883777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90230256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBXAS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94165075,0.0,0.0,1.8320103,0.0,0.0,0.0,0.0,0.8699821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCAIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7171177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCF12,0.0,0.0,0.0,0.0,1.2644928,1.2971536,0.0,0.0,0.0,1.7310964,0.0,0.0,1.0739251,0.0,1.3849139,0.0,0.0,0.0,0.0,0.0,1.6553183,0.0,0.0,0.0,0.0,1.6946993,0.0,0.0,0.0
TCF25,0.0,1.3216275,0.0,0.0,0.0,0.0,0.0,0.6167797,0.76532614,0.0,0.0,0.69935447,0.45865014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55058557,0.0,0.0,0.8379115,0.0,0.0,0.0,0.0,0.9456768
TCF4,0.0,0.0,0.0,0.0,1.7469524,0.0,0.0,0.0,0.0,2.053596,0.0,0.0,0.0,0.0,0.8548304,0.0,0.0,0.0,0.0,0.0,0.0,1.8009853,0.0,0.0,1.622036,1.2455188,0.0,0.0,1.9433432
TCF7L2,0.0,0.0,0.0,0.0,0.0,1.44939,0.0,0.0,0.0,1.1133373,0.0,0.0,1.1147029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6005377,0.0,0.0,0.0,0.0,1.1088495,0.0,0.0,0.0
TCL1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3553658
TEAD1,0.0,0.0,0.0,0.0,0.0,1.5203841,0.0,0.0,0.0,1.6410527,0.0,0.0,1.1232213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6908568,0.0,0.0,0.0,0.0,1.9660637,0.0,0.0,0.0
TECR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40342644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74785936,0.0,0.0,0.0,0.0,0.0
TENM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75512266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0472476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TERF2IP,0.0,0.0,0.97895855,0.0,0.0,0.0,0.0,0.5411782,0.0,0.0,0.0,0.0,0.0,1.1388396,0.0,0.71146613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2454729,0.0
TF,0.0,0.0,0.0,0.0,0.0,1.1985438,0.0,0.0,0.0,1.4680059,1.38077,0.0,3.101666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.902032,0.0,2.898007,0.0,0.0,1.5730164,0.0,0.0,0.0
TFDP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23073316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9493756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67907536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFPI,0.0,0.0,0.0,0.0,2.4015396,1.3176091,0.0,0.0,0.0,1.3699458,0.0,0.0,1.5276488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6797013,1.92595,0.0,0.0,2.2706382,1.6095752,0.0,0.0,0.0
TFR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4968193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4728236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGFB1,0.0,1.1865715,0.0,0.0,0.0,0.0,0.0,0.0,0.63140106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGFBI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89878285,0.7237146,0.0,0.0,1.026167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1523907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22051
TGFBR2,0.0,0.0,0.0,0.0,1.565828,0.9224243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6303109,1.2915667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGFBR3,0.0,0.0,0.0,0.0,1.7469524,0.0,0.0,0.0,0.0,1.4049366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1872042,0.0,0.0,1.6246499,1.0118555,0.0,0.0,0.0
TGM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5562739,0.0,0.0,1.9125514,0.0,0.0,0.0,0.0
THADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5419445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS1,0.0,0.0,0.0,0.0,0.0,0.0,1.0104092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THEMIS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54993474,0.9094402,0.0,0.0,0.9029708,0.0,0.0,0.0,1.0534303,0.0,0.0,0.0,0.6002141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.042231
THOC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6050016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THOC7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49927634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
