index,free_annotation,silhouette_score
O2_B002386.gencode.vH29,Ciliated,-0.3598067
O2_B003137.gencode.vH29,Ciliated,-0.4360175
O2_B003141.gencode.vH29,Ciliated,-0.2935447
O3_B002382.gencode.vH29,Ciliated,-0.37416917
O3_B002385.gencode.vH29,Ciliated,-0.38327536
O5_B002382.gencode.vH29,Ciliated,-0.41640094
O6_B002385.gencode.vH29,Ciliated,-0.2795393
O8_B003136.gencode.vH29,Ciliated,-0.30192578
P1_B003140.gencode.vH29,Ciliated,-0.40253142
P10_B002385.gencode.vH29,Ciliated,-0.39011088
P10_B003137.gencode.vH29,Ciliated,-0.43380463
P10_B003141.gencode.vH29,Ciliated,-0.2883122
P12_B003136.gencode.vH29,Ciliated,-0.3530746
P12_B003140.gencode.vH29,Ciliated,-0.5061833
P13_B002014.gencode.vH29,Ciliated,-0.3804947
P13_B002382.gencode.vH29,Ciliated,-0.4224081
P3_B003137.gencode.vH29,Ciliated,-0.35114485
P3_B003140.gencode.vH29,Ciliated,-0.3515998
P3_B003141.gencode.vH29,Ciliated,-0.34389642
P4_B002386.gencode.vH29,Ciliated,-0.4991685
P5_B003137.gencode.vH29,Ciliated,-0.28699487
P6_B003140.gencode.vH29,Ciliated,-0.39138797
P7_B002385.gencode.vH29,Ciliated,-0.3840438
P7_B003141.gencode.vH29,Ciliated,-0.4037345
P8_B002385.gencode.vH29,Ciliated,-0.36828995
P8_B003138.gencode.vH29,Ciliated,-0.39928022
P9_B003136.gencode.vH29,Ciliated,-0.41174188
A1_B003141.gencode.vH29,Capillary,-0.6599524
A15_B002383.gencode.vH29,Capillary,-0.7736038
A16_B002382.gencode.vH29,Capillary,-0.6080009
A17_B003136.gencode.vH29,Capillary,-0.6671757
A19_B002014.gencode.vH29,Capillary,-0.7625221
A20_B002383.gencode.vH29,Capillary,-0.7342428
A20_B003136.gencode.vH29,Capillary,-0.6561692
B10_B002382.gencode.vH29,Capillary,-0.661633
B10_B003135.gencode.vH29,Capillary,-0.78572524
B13_B003142.gencode.vH29,Capillary Aerocyte,-0.81410325
B14_B002014.gencode.vH29,Capillary,-0.7243979
B14_B003135.gencode.vH29,Capillary,-0.76284546
B14_B003138.gencode.vH29,Capillary,-0.77468914
B14_B003141.gencode.vH29,Capillary,-0.69394475
B14_B003142.gencode.vH29,Capillary,-0.8171189
B15_B003142.gencode.vH29,Capillary,-0.6269715
B16_B002382.gencode.vH29,Capillary,-0.6622121
B16_B003142.gencode.vH29,Capillary,-0.65800333
B18_B002383.gencode.vH29,Capillary,-0.7425527
B19_B002382.gencode.vH29,Capillary,-0.75872684
B2_B003140.gencode.vH29,Capillary,-0.79690593
B20_B002385.gencode.vH29,Capillary,-0.68512887
B3_B003135.gencode.vH29,Capillary Aerocyte,-0.7377965
B3_B003140.gencode.vH29,Capillary,-0.7671844
B5_B003141.gencode.vH29,Capillary Intermediate 1,-0.5658343
B7_B002385.gencode.vH29,Capillary,-0.84225744
C11_B002386.gencode.vH29,Capillary,-0.753809
C13_B003141.gencode.vH29,Capillary Intermediate 1,-0.50481516
C14_B003139.gencode.vH29,Capillary,-0.74174917
C15_B003140.gencode.vH29,Capillary,-0.60960233
C16_B002383.gencode.vH29,Capillary,-0.7284501
C17_B003139.gencode.vH29,Capillary,-0.7857598
C18_B002383.gencode.vH29,Capillary,-0.80105704
C18_B003141.gencode.vH29,Capillary,-0.64440554
C19_B003139.gencode.vH29,Capillary,-0.74914205
C19_B003142.gencode.vH29,Capillary,-0.76908666
C2_B003137.gencode.vH29,Capillary Aerocyte,-0.7599844
C2_B003140.gencode.vH29,Capillary,-0.80340594
C20_B002383.gencode.vH29,Capillary,-0.7817725
C4_B003136.gencode.vH29,Capillary Intermediate 1,-0.5461158
C5_B003139.gencode.vH29,Capillary,-0.8082621
C9_B002386.gencode.vH29,Capillary,-0.8635837
D12_B002386.gencode.vH29,Capillary,-0.61031866
D15_B002383.gencode.vH29,Capillary,-0.7403701
D16_B002383.gencode.vH29,Capillary,-0.852939
D16_B003139.gencode.vH29,Capillary,-0.7781178
D16_B003140.gencode.vH29,Capillary,-0.72874975
D18_B003139.gencode.vH29,Capillary,-0.79017556
D18_B003141.gencode.vH29,Capillary,-0.7285378
D19_B002014.gencode.vH29,Capillary,-0.75984484
D19_B003139.gencode.vH29,Capillary,-0.8251314
D20_B003139.gencode.vH29,Capillary,-0.78360945
D4_B003139.gencode.vH29,Capillary,-0.8034802
D5_B002383.gencode.vH29,Capillary,-0.7129348
D5_B003139.gencode.vH29,Capillary Intermediate 1,-0.5939376
E11_B003136.gencode.vH29,Capillary,-0.7028634
E14_B002382.gencode.vH29,Capillary,-0.6688904
E14_B002383.gencode.vH29,Capillary,-0.7725942
E14_B002385.gencode.vH29,Artery,-0.9547012
E16_B003139.gencode.vH29,Capillary,-0.79330266
E17_B003142.gencode.vH29,Capillary,-0.6272009
E18_B002383.gencode.vH29,Capillary,-0.6920364
E2_B003142.gencode.vH29,Capillary,-0.63350195
E20_B003139.gencode.vH29,Capillary,-0.7861064
E3_B003136.gencode.vH29,Capillary,-0.6469213
E4_B003141.gencode.vH29,Capillary,-0.8309926
E6_B003142.gencode.vH29,Capillary,-0.6592561
F11_B003142.gencode.vH29,Capillary,-0.7551219
F12_B003136.gencode.vH29,Capillary,-0.7490265
F14_B003139.gencode.vH29,Capillary,-0.7095317
F16_B002383.gencode.vH29,Capillary,-0.7635984
F16_B003138.gencode.vH29,Capillary,-0.7781911
F17_B002383.gencode.vH29,Capillary,-0.75503457
F18_B002383.gencode.vH29,Capillary,-0.775471
F18_B003139.gencode.vH29,Capillary,-0.75689304
F19_B003139.gencode.vH29,Capillary,-0.8064336
F19_B003140.gencode.vH29,Capillary,-0.712839
F2_B002382.gencode.vH29,Capillary,-0.69662356
F2_B003142.gencode.vH29,Capillary,-0.77608943
F20_B002014.gencode.vH29,Capillary,-0.7894703
F6_B002382.gencode.vH29,Capillary Intermediate 1,-0.6858507
F6_B002385.gencode.vH29,Capillary,-0.83357996
F7_B002382.gencode.vH29,Capillary,-0.699811
F7_B002383.gencode.vH29,Capillary,-0.82995254
G11_B002386.gencode.vH29,Capillary,-0.7425889
G11_B003142.gencode.vH29,Capillary,-0.762723
G13_B003138.gencode.vH29,Capillary,-0.81104505
G17_B003142.gencode.vH29,Capillary,-0.67829746
G18_B002383.gencode.vH29,Capillary,-0.78157145
G19_B002382.gencode.vH29,Capillary,-0.6694447
G19_B002383.gencode.vH29,Capillary,-0.77550745
G20_B002383.gencode.vH29,Capillary,-0.68418247
G20_B003140.gencode.vH29,Capillary,-0.6034308
G20_B003142.gencode.vH29,Capillary Aerocyte,-0.7288371
G6_B002386.gencode.vH29,Capillary,-0.7748734
G7_B003140.gencode.vH29,Capillary,-0.78364116
G8_B002386.gencode.vH29,Capillary,-0.7419452
H1_B003141.gencode.vH29,Vein,0.6507534
H14_B003141.gencode.vH29,Capillary,-0.63338727
H15_B003140.gencode.vH29,Capillary,-0.7046458
H16_B003139.gencode.vH29,Capillary,-0.7225816
H16_B003142.gencode.vH29,Capillary,-0.775901
H18_B003139.gencode.vH29,Capillary,-0.7995586
H19_B003139.gencode.vH29,Capillary,-0.80586916
H20_B002383.gencode.vH29,Capillary,-0.6872927
H20_B003138.gencode.vH29,Capillary,-0.82077426
H20_B003142.gencode.vH29,Capillary,-0.5902259
H7_B002014.gencode.vH29,Capillary,-0.74858963
H9_B002382.gencode.vH29,Capillary Aerocyte,-0.74647355
H9_B002385.gencode.vH29,Capillary,-0.72647
I12_B003136.gencode.vH29,Capillary,-0.8215996
I14_B002383.gencode.vH29,Capillary,-0.83724934
I14_B003138.gencode.vH29,Artery,-0.9513534
I14_B003140.gencode.vH29,Capillary,-0.6802938
I14_B003141.gencode.vH29,Capillary,-0.8387572
I15_B003140.gencode.vH29,Capillary,-0.6086357
I15_B003141.gencode.vH29,Capillary Aerocyte,-0.7138232
I16_B002014.gencode.vH29,Capillary,-0.7542629
I16_B003142.gencode.vH29,Capillary,-0.61464894
I17_B002383.gencode.vH29,Capillary,-0.7935188
I18_B002383.gencode.vH29,Capillary,-0.80547357
I3_B002383.gencode.vH29,Capillary,-0.83181876
I3_B002386.gencode.vH29,Capillary,-0.73907214
I5_B003135.gencode.vH29,Capillary,-0.6754773
I8_B003138.gencode.vH29,Capillary Intermediate 1,-0.57328993
I8_B003139.gencode.vH29,Capillary,-0.7985714
J1_B003138.gencode.vH29,Capillary,-0.7952238
J14_B003140.gencode.vH29,Capillary,-0.6580376
J17_B002382.gencode.vH29,Capillary,-0.6611995
J19_B002014.gencode.vH29,Capillary,-0.79281354
J19_B002383.gencode.vH29,Capillary,-0.74443597
J19_B002385.gencode.vH29,Capillary,-0.68167394
J19_B003136.gencode.vH29,Capillary,-0.66170543
J19_B003139.gencode.vH29,Capillary,-0.7225474
J2_B002382.gencode.vH29,Capillary,-0.74474347
J20_B003142.gencode.vH29,Capillary,-0.6333083
J3_B002383.gencode.vH29,Artery,-0.9488389
J5_B002385.gencode.vH29,Capillary Intermediate 1,-0.5269564
J5_B003142.gencode.vH29,Capillary Intermediate 1,-0.656692
J7_B002382.gencode.vH29,Capillary,-0.6833454
J9_B003137.gencode.vH29,Capillary,-0.8386345
K10_B002386.gencode.vH29,Capillary Aerocyte,-0.7061926
K11_B002383.gencode.vH29,Capillary,-0.8123855
K12_B002382.gencode.vH29,Capillary,-0.79606706
K15_B003136.gencode.vH29,Capillary,-0.7246483
K16_B002385.gencode.vH29,Capillary,-0.75472516
K16_B003139.gencode.vH29,Capillary,-0.77663016
K18_B002382.gencode.vH29,Capillary,-0.7593981
K18_B003142.gencode.vH29,Capillary,-0.6495638
K19_B003142.gencode.vH29,Capillary,-0.6910899
K2_B003141.gencode.vH29,Capillary Intermediate 1,0.51033455
K20_B002014.gencode.vH29,Capillary,-0.72982436
K4_B003136.gencode.vH29,Capillary,-0.7285706
K5_B002383.gencode.vH29,Capillary,-0.7925999
K7_B002386.gencode.vH29,Capillary,-0.7330752
K8_B003141.gencode.vH29,Capillary,-0.7819408
L11_B002386.gencode.vH29,Capillary,-0.679808
L11_B003140.gencode.vH29,Capillary,-0.7738738
L11_B003141.gencode.vH29,Capillary,-0.64628327
L13_B003138.gencode.vH29,Capillary,-0.82158196
L14_B002386.gencode.vH29,Capillary,-0.7188998
L14_B003142.gencode.vH29,Capillary,-0.69535387
L15_B003135.gencode.vH29,Capillary,-0.72580135
L15_B003140.gencode.vH29,Capillary,-0.6858965
L15_B003142.gencode.vH29,Capillary,-0.6563277
L16_B003136.gencode.vH29,Capillary,-0.7632709
L18_B002385.gencode.vH29,Capillary,-0.6794266
L18_B003141.gencode.vH29,Capillary,-0.8180884
L18_B003142.gencode.vH29,Capillary,-0.6151327
L19_B002383.gencode.vH29,Capillary,-0.7752654
L20_B002014.gencode.vH29,Capillary,-0.91081643
L20_B002383.gencode.vH29,Capillary,-0.77919406
L3_B003138.gencode.vH29,Capillary,-0.81704044
L5_B003141.gencode.vH29,Capillary,-0.710847
L7_B002385.gencode.vH29,Capillary,-0.6966261
L8_B002385.gencode.vH29,Capillary,-0.8592385
L8_B003139.gencode.vH29,Capillary,-0.746446
M1_B002383.gencode.vH29,Capillary Intermediate 1,-0.4685902
M10_B003136.gencode.vH29,Capillary,-0.72459257
M12_B002382.gencode.vH29,Capillary,-0.79210657
M13_B002014.gencode.vH29,Capillary,-0.78973556
M14_B003139.gencode.vH29,Capillary,-0.7915139
M16_B003139.gencode.vH29,Capillary,-0.78067267
M17_B003138.gencode.vH29,Capillary,-0.73772055
M17_B003142.gencode.vH29,Capillary,-0.65835536
M18_B003135.gencode.vH29,Capillary,-0.6303378
M18_B003139.gencode.vH29,Capillary,-0.76653063
M19_B002383.gencode.vH29,Capillary,-0.7858083
M19_B003142.gencode.vH29,Capillary,-0.6248307
M20_B002382.gencode.vH29,Capillary,-0.6314615
M20_B003138.gencode.vH29,Capillary,-0.7654624
M6_B002385.gencode.vH29,Capillary,-0.7920572
M9_B003139.gencode.vH29,Capillary,-0.8320007
N10_B002382.gencode.vH29,Capillary,-0.66920364
N11_B002386.gencode.vH29,Capillary,-0.84181005
N12_B003135.gencode.vH29,Capillary Aerocyte,-0.737538
N14_B002386.gencode.vH29,Capillary,-0.61865
N15_B002385.gencode.vH29,Capillary,-0.68500257
N15_B003141.gencode.vH29,Capillary,-0.6360422
N16_B002385.gencode.vH29,Capillary,-0.77671516
N16_B003139.gencode.vH29,Capillary,-0.78145725
N19_B003135.gencode.vH29,Capillary Aerocyte,-0.703649
N2_B003142.gencode.vH29,Capillary,-0.6951363
N6_B002385.gencode.vH29,Capillary,-0.8687367
N8_B002014.gencode.vH29,Capillary,-0.8367486
N8_B003139.gencode.vH29,Capillary,-0.8222671
N9_B002382.gencode.vH29,Capillary,-0.72260875
N9_B003141.gencode.vH29,Capillary,-0.68305093
O1_B003139.gencode.vH29,Capillary,-0.80131406
O10_B003140.gencode.vH29,Capillary Intermediate 1,-0.53889674
O11_B003140.gencode.vH29,Capillary,-0.7371805
O14_B002385.gencode.vH29,Capillary,-0.6674374
O18_B002383.gencode.vH29,Capillary,-0.6990588
O2_B003140.gencode.vH29,Capillary,-0.75884223
O20_B003141.gencode.vH29,Capillary,-0.64175975
O6_B002382.gencode.vH29,Capillary,-0.7948454
O7_B003142.gencode.vH29,Capillary,-0.7315661
O9_B002386.gencode.vH29,Capillary,-0.7472172
P14_B002014.gencode.vH29,Capillary,-0.7077035
P16_B002383.gencode.vH29,Capillary,-0.80263853
P17_B003140.gencode.vH29,Capillary,-0.7872498
P20_B003141.gencode.vH29,Capillary,-0.66600317
P3_B003142.gencode.vH29,Capillary,-0.724322
P7_B003137.gencode.vH29,Capillary,-0.75118244
P7_B003140.gencode.vH29,Capillary,-0.6755974
P9_B002383.gencode.vH29,Capillary,-0.80280095
A10_B002014.gencode.vH29,Pericyte,0.05998472
A15_B002014.gencode.vH29,Pericyte,0.03186362
A16_B002383.gencode.vH29,Pericyte,0.04603375
A20_B002014.gencode.vH29,Pericyte,0.014873567
B15_B002014.gencode.vH29,Pericyte,0.027419398
B15_B003139.gencode.vH29,Pericyte,-0.020005064
B18_B003138.gencode.vH29,Pericyte,0.015274355
B19_B003138.gencode.vH29,Pericyte,-0.009454758
C14_B002383.gencode.vH29,Pericyte,0.048798267
C15_B003138.gencode.vH29,Pericyte,0.018787004
C16_B003139.gencode.vH29,Pericyte,-0.04059309
C16_B003140.gencode.vH29,Pericyte,0.023604145
C18_B003138.gencode.vH29,Pericyte,0.067923635
C19_B003138.gencode.vH29,Pericyte,0.014010206
C20_B003138.gencode.vH29,Pericyte,0.00039741214
D17_B002014.gencode.vH29,Pericyte,0.00070294377
D17_B003139.gencode.vH29,Pericyte,0.015092059
D18_B002014.gencode.vH29,Pericyte,0.016785972
D18_B002383.gencode.vH29,Vascular Smooth Muscle,-0.36282608
D19_B002383.gencode.vH29,Pericyte,0.0063307136
E15_B002014.gencode.vH29,Pericyte,0.05728538
E16_B002383.gencode.vH29,Vascular Smooth Muscle,-0.34783918
E16_B003138.gencode.vH29,Pericyte,0.03199301
E17_B002014.gencode.vH29,Pericyte,0.03020316
E18_B002014.gencode.vH29,Pericyte,0.05084642
E18_B003139.gencode.vH29,Pericyte,0.0158191
E19_B002014.gencode.vH29,Pericyte,0.031591173
F16_B002014.gencode.vH29,Pericyte,0.028046142
F17_B002014.gencode.vH29,Pericyte,0.046796948
F18_B002014.gencode.vH29,Pericyte,-0.051914264
F19_B002014.gencode.vH29,Pericyte,0.044687815
F20_B003138.gencode.vH29,Pericyte,0.037650645
G14_B002014.gencode.vH29,Pericyte,0.027161682
G14_B003138.gencode.vH29,Pericyte,0.039046615
G15_B003138.gencode.vH29,Pericyte,-0.032849237
G16_B002383.gencode.vH29,Vascular Smooth Muscle,-0.34486854
G18_B002014.gencode.vH29,Pericyte,0.054854125
G18_B003139.gencode.vH29,Pericyte,0.022809086
G19_B002014.gencode.vH29,Pericyte,0.03672812
G19_B003141.gencode.vH29,Pericyte,0.039012503
H14_B002014.gencode.vH29,Vascular Smooth Muscle,-0.342856
H14_B002383.gencode.vH29,Pericyte,0.0394699
H14_B003138.gencode.vH29,Pericyte,0.035931088
H16_B002014.gencode.vH29,Pericyte,0.047382634
H17_B002014.gencode.vH29,Pericyte,0.045047037
H17_B003138.gencode.vH29,Pericyte,0.05595844
H18_B003138.gencode.vH29,Pericyte,0.047003932
H19_B002383.gencode.vH29,Pericyte,0.03538127
H20_B002014.gencode.vH29,Pericyte,0.036653012
I15_B002014.gencode.vH29,Pericyte,0.03740281
I15_B003138.gencode.vH29,Pericyte,0.0063299933
I15_B003139.gencode.vH29,Pericyte,0.04214237
I18_B002014.gencode.vH29,Pericyte,-0.036671717
I18_B003138.gencode.vH29,Pericyte,0.05652484
I20_B002014.gencode.vH29,Pericyte,0.048056938
J15_B002383.gencode.vH29,Pericyte,-0.009992336
J15_B003138.gencode.vH29,Pericyte,0.05700101
J15_B003139.gencode.vH29,Pericyte,0.04357485
J16_B003138.gencode.vH29,Pericyte,0.03729994
J16_B003139.gencode.vH29,Pericyte,-0.009568198
J20_B002014.gencode.vH29,Pericyte,0.03617338
J7_B002014.gencode.vH29,Pericyte,0.020666404
K14_B003138.gencode.vH29,Pericyte,0.013668144
K15_B002014.gencode.vH29,Pericyte,0.03705852
K15_B003139.gencode.vH29,Pericyte,0.01377724
K16_B002383.gencode.vH29,Pericyte,-0.043586265
K16_B003138.gencode.vH29,Pericyte,0.04542461
K17_B003140.gencode.vH29,Pericyte,0.014089609
K18_B002383.gencode.vH29,Vascular Smooth Muscle,-0.3434903
L14_B002014.gencode.vH29,Pericyte,-0.007917446
L14_B003139.gencode.vH29,Pericyte,0.053612977
L16_B002014.gencode.vH29,Pericyte,0.07132496
L16_B003139.gencode.vH29,Pericyte,0.05247142
L19_B003139.gencode.vH29,Pericyte,0.050961155
L20_B003138.gencode.vH29,Pericyte,0.0155861685
M14_B002014.gencode.vH29,Pericyte,-0.04368213
M14_B002383.gencode.vH29,Pericyte,0.041627526
M15_B002383.gencode.vH29,Pericyte,0.021879828
M15_B003138.gencode.vH29,Pericyte,-0.0074923546
M17_B002383.gencode.vH29,Pericyte,0.047194898
M18_B002014.gencode.vH29,Pericyte,0.07226427
M18_B003138.gencode.vH29,Pericyte,-0.0064818044
M19_B002014.gencode.vH29,Pericyte,-0.016972562
M19_B003138.gencode.vH29,Pericyte,0.016668344
M19_B003139.gencode.vH29,Pericyte,0.026080862
M20_B002014.gencode.vH29,Pericyte,0.048375636
M20_B003139.gencode.vH29,Pericyte,0.03918891
N14_B003138.gencode.vH29,Pericyte,0.0013131629
N15_B002383.gencode.vH29,Pericyte,0.044689022
N16_B002383.gencode.vH29,Pericyte,0.043721966
N17_B003138.gencode.vH29,Pericyte,0.060278963
N18_B002383.gencode.vH29,Pericyte,0.046247594
N18_B003138.gencode.vH29,Vascular Smooth Muscle,-0.34852403
N19_B002014.gencode.vH29,Pericyte,0.052085962
N19_B003138.gencode.vH29,Pericyte,0.018477753
N19_B003139.gencode.vH29,Pericyte,0.016532963
N20_B002014.gencode.vH29,Pericyte,0.05075689
N20_B003138.gencode.vH29,Pericyte,0.016834954
O15_B002014.gencode.vH29,Pericyte,0.029313967
O17_B002014.gencode.vH29,Pericyte,-0.037087977
O19_B002014.gencode.vH29,Pericyte,0.031049743
O20_B002383.gencode.vH29,Vascular Smooth Muscle,-0.34670514
P16_B002014.gencode.vH29,Pericyte,0.0053770947
P19_B002014.gencode.vH29,Pericyte,-0.012465906
A10_B002382.gencode.vH29,Goblet,0.68085706
A10_B002383.gencode.vH29,Goblet,0.69090235
A11_B002382.gencode.vH29,Goblet,0.6785918
A12_B002383.gencode.vH29,Goblet,0.6962963
A3_B003136.gencode.vH29,Goblet,0.694936
A3_B003140.gencode.vH29,Club,-0.8508342
A5_B002382.gencode.vH29,Goblet,0.7058941
A6_B003136.gencode.vH29,Club,-0.83182925
A8_B002014.gencode.vH29,Club,-0.8184675
A8_B002386.gencode.vH29,Club,-0.84747255
A8_B003138.gencode.vH29,Goblet,0.7034458
A8_B003141.gencode.vH29,Goblet,0.711075
A9_B003136.gencode.vH29,Club,-0.82499826
A9_B003140.gencode.vH29,Goblet,0.68291485
B10_B003137.gencode.vH29,Club,-0.826755
B10_B003138.gencode.vH29,Club,-0.8183087
B11_B002385.gencode.vH29,Goblet,0.57257277
B11_B003137.gencode.vH29,Goblet,0.7006914
B12_B003141.gencode.vH29,Club,-0.8304533
B13_B002385.gencode.vH29,Club,-0.82162905
B2_B003137.gencode.vH29,Goblet,0.6706394
B2_B003138.gencode.vH29,Goblet,0.70169914
B3_B002385.gencode.vH29,Goblet,0.660501
B3_B002386.gencode.vH29,Goblet,0.6544427
B5_B002383.gencode.vH29,Club,-0.8180447
B5_B003137.gencode.vH29,Goblet,0.6991484
B6_B002383.gencode.vH29,Club,-0.82849926
B6_B003137.gencode.vH29,Goblet,0.70696443
B7_B003135.gencode.vH29,Club,-0.81385046
B7_B003137.gencode.vH29,Club,-0.8354091
B7_B003141.gencode.vH29,Goblet,0.67668056
B8_B003140.gencode.vH29,Goblet,0.710133
B9_B002383.gencode.vH29,Goblet,0.69071066
B9_B002385.gencode.vH29,Goblet,0.7049139
B9_B003138.gencode.vH29,Goblet,0.6928466
C1_B003135.gencode.vH29,Goblet,0.6887726
C1_B003138.gencode.vH29,Goblet,0.7010798
C10_B002014.gencode.vH29,Club,-0.8234632
C10_B002385.gencode.vH29,Goblet,0.7117519
C10_B003136.gencode.vH29,Goblet,0.7063307
C10_B003137.gencode.vH29,Goblet,0.5781177
C10_B003140.gencode.vH29,Goblet,0.68444496
C11_B003136.gencode.vH29,Club,-0.8356362
C11_B003141.gencode.vH29,Goblet,0.68402165
C12_B002014.gencode.vH29,Club,-0.83646464
C12_B002382.gencode.vH29,Goblet,0.5757077
C12_B003137.gencode.vH29,Goblet,0.6914131
C12_B003141.gencode.vH29,Goblet,0.61514175
C2_B002386.gencode.vH29,Goblet,0.6895929
C3_B003135.gencode.vH29,Goblet,0.51745194
C3_B003140.gencode.vH29,Goblet,0.6559671
C4_B002382.gencode.vH29,Goblet,0.64500487
C4_B002386.gencode.vH29,Club,-0.8178911
C4_B003138.gencode.vH29,Goblet,0.68791085
C4_B003139.gencode.vH29,Club,-0.81119305
C5_B003135.gencode.vH29,Club,-0.8297641
C7_B003140.gencode.vH29,Goblet,0.61925375
C7_B003142.gencode.vH29,Club,-0.8266775
C9_B002382.gencode.vH29,Goblet,0.62654614
D1_B002014.gencode.vH29,Goblet,0.6723005
D1_B003138.gencode.vH29,Club,-0.8228613
D10_B002014.gencode.vH29,Club,-0.8386168
D11_B002383.gencode.vH29,Goblet,0.6846617
D11_B003136.gencode.vH29,Goblet,0.71020067
D12_B002382.gencode.vH29,Club,-0.8274789
D12_B003136.gencode.vH29,Club,-0.8234089
D13_B002014.gencode.vH29,Goblet,0.6940525
D13_B002386.gencode.vH29,Goblet,0.5838081
D3_B002382.gencode.vH29,Goblet,0.68615603
D4_B003136.gencode.vH29,Goblet,0.7120656
D5_B003138.gencode.vH29,Goblet,0.6590818
D5_B003140.gencode.vH29,Goblet,0.5957977
D5_B003142.gencode.vH29,Goblet,0.6930775
D6_B002386.gencode.vH29,Goblet,0.6893278
D7_B002014.gencode.vH29,Club,-0.8134274
D7_B003136.gencode.vH29,Goblet,0.6718155
D7_B003138.gencode.vH29,Club,-0.83970326
D8_B002382.gencode.vH29,Goblet,0.6323088
D8_B002383.gencode.vH29,Goblet,0.6929774
D8_B003138.gencode.vH29,Goblet,0.68369573
D8_B003142.gencode.vH29,Club,-0.8082923
D9_B003136.gencode.vH29,Goblet,0.5175161
E1_B002014.gencode.vH29,Goblet,0.6943365
E1_B003140.gencode.vH29,Goblet,0.6733583
E10_B002385.gencode.vH29,Goblet,0.6313655
E10_B003140.gencode.vH29,Goblet,0.68295103
E11_B002382.gencode.vH29,Goblet,0.66505903
E11_B002383.gencode.vH29,Goblet,0.70232403
E11_B003142.gencode.vH29,Goblet,0.70898867
E12_B003137.gencode.vH29,Club,-0.8539017
E13_B003135.gencode.vH29,Goblet,0.6906638
E2_B003137.gencode.vH29,Goblet,0.51533395
E2_B003138.gencode.vH29,Club,-0.80580145
E4_B003137.gencode.vH29,Goblet,0.7070686
E5_B003136.gencode.vH29,Club,-0.81152594
E5_B003141.gencode.vH29,Club,-0.8260255
E6_B003138.gencode.vH29,Club,-0.8128261
E7_B003135.gencode.vH29,Goblet,0.70252675
E7_B003141.gencode.vH29,Goblet,0.6906091
E8_B003137.gencode.vH29,Club,-0.83069474
E9_B003135.gencode.vH29,Goblet,0.6206905
F10_B002382.gencode.vH29,Goblet,0.7036529
F10_B002385.gencode.vH29,Club,-0.8255492
F10_B002386.gencode.vH29,Goblet,0.69252133
F11_B002385.gencode.vH29,Club,-0.8411358
F11_B003137.gencode.vH29,Goblet,0.6480488
F11_B003138.gencode.vH29,Goblet,0.69046354
F12_B002382.gencode.vH29,Club,-0.7563746
F13_B003140.gencode.vH29,Goblet,0.7126955
F2_B003135.gencode.vH29,Goblet,0.66172236
F2_B003136.gencode.vH29,Goblet,0.69579184
F2_B003141.gencode.vH29,Club,-0.8155514
F3_B002386.gencode.vH29,Club,-0.8232882
F3_B003138.gencode.vH29,Club,-0.82395095
F4_B002383.gencode.vH29,Club,-0.83385575
F6_B003140.gencode.vH29,Goblet,0.6435316
F7_B002385.gencode.vH29,Club,-0.8345987
F7_B003142.gencode.vH29,Goblet,0.6945707
F8_B002014.gencode.vH29,Goblet,0.6776074
F8_B002385.gencode.vH29,Club,-0.86385846
F8_B003137.gencode.vH29,Goblet,0.5809573
F9_B002014.gencode.vH29,Goblet,0.69547623
F9_B002383.gencode.vH29,Goblet,0.69218254
F9_B003137.gencode.vH29,Goblet,0.7121933
