,C_BEST4,C_EEC,C_ISC,C_TA,C_earlyACC,C_goblet,C_lateACC,C_secretory_prog,C_tuft,SI_AE2,SI_BEST4,SI_EEC,SI_FAE,SI_ISC,SI_TA,SI_TA2,SI_earlyAE,SI_goblet,SI_intermAE,SI_matureAE,SI_paneth,SI_secretory_prog,SI_tuft
ENSG00000287096,5.1565626968037,0.8229968520728025,2.701180701906031,1.3540332832119681,1.717208672653545,1.6633858599446036,1.2203388132832267,0.8439525826410814,0.8266665881330316,1.3919259905815125,1.4299678612839093,0.8291215056722815,0.8178872872482646,0.8688323226842013,0.8861438550732352,0.8222595101053064,2.3134212520989506,0.8178798827258024,1.3483198637312108,1.2997627962719311,0.9043608903884888,4.33424559506503,0.8180897262963381
ENSG00000268983,1.1414670321074398,0.7539847330613569,5.7690652500499375,1.470189173113216,1.9779053276235408,0.8229695043780587,1.33245957439596,0.731099700385874,0.7056762386452068,1.6997176571325823,0.8419410342519934,0.7561483870853077,0.7090630504218015,0.7144398282874714,0.7157607810063795,0.7043598185886036,2.0308802127838135,0.7142764329910278,1.7820237414403395,1.5451664680784398,0.7090209966356104,0.872477880933068,0.7288009090857073
ENSG00000267731,2.733989964831959,1.012118255550211,19.003154906359587,1.7174894213676453,1.1159101399508389,4.039571057666432,1.0673750232566486,2.366935995492068,1.6251264756376094,1.1286401802843267,3.806900392879139,1.013609604402022,1.0338163673877716,1.3219825517047534,1.1482154672796077,1.0564944744110107,2.2898422506722538,1.1107470095157623,1.2070697410540148,1.1030974686145782,1.0109750980680638,1.4969746714288539,1.1511796929619529
ENSG00000231412,1.3104062622243708,1.2518356957218864,1.0919767563993281,1.2558303556659005,1.1923132972283796,2.878177347508344,3.4646905064582825,1.0564204020933672,1.0428154929117723,1.3569641032002189,1.2340658496726642,2.2546786015683953,2.0726529847491872,2.584031977436759,1.158098112453114,4.300568656487898,2.327247616919604,1.1116274405609479,1.1017059141939336,2.0033632164651696,1.0478867590427399,1.1294151083989576,1.0616611567410557
ENSG00000270000,1.0199409398165615,0.7526771751317111,0.8536274406042966,6.873015273701061,1.7958767983046444,0.7944278906692158,1.3689664412628522,0.7807844227010553,0.6795144920999353,1.9160411086949436,0.8697866174307737,0.7500583773309534,0.7037326341325586,0.6795717044310137,0.6946602246978066,0.6878976388411089,1.0342040387066929,0.6969780678098852,2.4030087400566447,1.6655102290890433,0.7645531269637021,0.6917482451959089,0.6941821548071775
ENSG00000230825,3.0154848017475824,0.9752712683244185,1.8529978827996687,3.2759603397412733,1.208354421637275,4.684437329118902,1.0885142602703788,1.51357624205676,1.0500888390974565,1.1581512662497433,11.582371820103038,0.975791568105871,0.9749226461757313,1.500448459928686,1.4710124080831355,0.9826548424634066,2.143742639910091,1.0034908462654462,1.1753263608975844,1.1272422617132014,1.011882397261533,2.3920945091681047,0.9870766645128076
ENSG00000266897,3.484093823216178,0.9603856070475145,1.6890373907305978,1.761804927479137,1.3315825950015674,20.4670306335796,1.096290263262662,0.9917280755259774,0.9619603482159701,1.1631387580524792,4.956592798233032,0.9587488093159415,0.9587976363572207,1.1724238937551326,1.0706498270685023,0.959784748879346,1.4846090566028247,0.9647780575535514,1.1389204561710358,1.1243174130266362,1.47893733328039,3.460290329022841,0.9634382020343434
ENSG00000260107,1.259994235905734,0.7777852443131533,0.9209902015599337,18.655390544371173,1.579518583687869,1.1259592717344111,1.3067962527275085,0.8163840120488947,0.7536034204743125,1.7235703305764631,1.1508140861988068,0.7750720815225081,0.7450968379324133,0.7249996282837607,0.7191791344772686,0.7319075058807026,1.832534302364696,0.7202943048693917,2.0949369804425673,1.5493465038863095,0.8038097999312661,0.7318488332358274,0.7188048362731934
ENSG00000266667,0.8850339569828727,0.7232297496362166,1.462870565327731,20.479601426558062,2.314454672011462,0.6830864548683167,1.4344841864976017,0.7145636244253679,0.6730432347817854,2.0701923939314755,0.719125585122542,0.7233790836550973,0.6938284987753088,0.6686098196289756,0.7448220334269784,0.677338795228438,0.9843043034726923,0.6774974086067893,2.310360851612958,1.7801589992913334,0.6915402087298307,0.6820074428211559,0.6898943863131783
ENSG00000286736,2.224552035331726,1.091938384554603,1.4739654606038874,2.607228696346283,1.317254987629977,3.3978753740137275,1.0523409978909926,1.0577168275009503,1.0359349982305006,1.0889177864248103,8.280189297415994,1.0524178255688061,1.093665830113671,1.4685280593958767,1.4961687326431274,1.0866241726008328,1.174628103321249,1.045401242646304,1.0650461857969111,1.063108809969642,6.600387817079371,1.8036711622368207,1.0426351753148166
ENSG00000267044,8.150487314571034,0.8531302972273394,2.909882740540938,1.4193218377503483,2.363478208130056,2.2223398360339077,1.2281842963262037,0.871785884553736,0.8774493607607755,1.3800981749187817,1.5391589213501324,0.8540136651559309,0.8540585095232184,0.9156804491173137,1.1769949170676144,0.8799865354191173,1.6756095452742144,0.857378214597702,1.2944554063406857,1.2891167510639538,1.2789960720322349,5.488182972777974,0.8625597899610346
ENSG00000267436,0.5539231896400452,0.6651503010229631,0.5691504315896467,1.5079426765441895,2.906752123074098,0.5207854807376862,1.6214141168377616,0.5255102379755541,0.5819158445705067,2.8716211346062748,0.5203496813774109,0.6681320179592479,0.6015711209990762,0.5565460839054801,0.5194743573665619,0.5871312618255615,0.5655635649507696,0.6140874922275543,3.9576237960295244,2.2265781218355354,0.6469359397888184,0.5266727019440044,0.6172840920361605
ENSG00000264083,3.6276212253353814,0.9572005028074438,2.93028909238902,1.9989356859163805,9.606316403909164,1.9390920942479914,1.20718405734409,6.363443799994209,0.9490467770533129,1.3765237493948503,1.3206081878055225,0.9516094164414839,0.9533305168151855,1.0816222239624371,1.2213311141187495,55.62072019143538,1.6354582065885717,0.9433288222009485,1.2203611704436215,1.2480105026201769,9.615648372606797,2.286021489988674,0.9445605846968564
ENSG00000279762,3.0690744708884847,1.1982859833673998,1.60750504786318,4.202318224039945,1.6674743619832126,3.838586308739402,1.1481183523481542,1.7587538903409785,1.0159690434282476,1.1760480105876923,1.1538451476530596,1.1542841033502058,1.1655127595771442,1.4835393212058328,1.094083544882861,1.7348065674304962,2.366517012769526,1.029289110140367,1.089482082562013,1.141077759591016,1.3595252443443646,1.4011448161168532,1.0191699835387142
ENSG00000285829,1.806127060543407,0.8060503033074465,0.8298965855078264,3.83315066315911,1.451769395308061,2.039553788575259,1.2835478267886422,0.8845156322826039,1.1193207095969806,1.7699764262546192,4.274272428317503,0.7987526302987878,0.7877452346411619,0.7917960990558971,0.7729953988031908,0.7764194824478843,6.60438101941889,0.7767245959151875,2.3916129117662255,1.5702583708546378,0.8541516363620758,0.7730595171451569,0.8019812486388467
ENSG00000287744,1.6342862925746224,1.2303170209581202,1.2753205434842543,1.363847629590468,5.5118971412832085,10.997054056687789,1.0781859890981154,1.0566726597872647,1.0272584692998366,1.0997572459957816,3.4986930977214468,1.1266940344463696,1.1840888803655452,1.8608266657049006,2.6163366816260596,1.3929943333972583,1.3050444722175598,1.046401248736815,1.0654149380597202,1.0817401680079373,1.3290280428799717,1.5330581231550737,1.0329472070390529
